5283	2141	44 84th St.	Pegasus	Saturn	CT	U.S.A.	25540-3446	2787730403x76812
5284	2142	882 86th St.	Baytown	Mongoose	TX	U.S.A.	26420-6292	2888207175x4680
5285	2143	796 58th St.	Henry	Monkey	KY	U.S.A.	17140-1955	1-(800)7563650x02354
5286	2143	6928 28th Ave.	Metropolis	Mars	MS	U.S.A.	37700-6581	2746943629x359
5287	2144	5691 81st St.	Fredricksburg	Mongoose	PA	U.S.A.	25420-1261	2767728610x30361
5288	2145	05039 36th St.	Hamburg	Dolphin	OH	U.S.A.	24820-3848	2129841701x68237
5289	2145	902 Maroon St.	Wormwood	Shark	MD	U.S.A.	36180-6780	4804065954x1961
5290	2145	56243 42nd St.	Oaktown	Zebra	NY	U.S.A.	45060-2474	5326266938x7115
5291	2146	44 28th St.	Hamburg	Venus	NY	U.S.A.	45060-4188	5323439797x530
5292	2147	6910 Maroon St.	Mountain View	Pluto	NC	U.S.A.	14820-8386	1-(800)4906913x54480
5293	2147	26 27th Ave.	Laketown	Pisces	MI	U.S.A.	34740-5605	2667760493x44386
5294	2148	0500 62nd Ave.	Forest Lake	Green	ID	U.S.A.	13940-4788	2928652364x525
5295	2148	506 74th Ave.	St. Francis	Simple	IL	U.S.A.	15900-6129	1-(800)3071855x9582
5296	2149	67 Rubinstein Rd.	York	Heart	PA	U.S.A.	49620-3882	5643830510x03512
5297	2150	62242 Tchaikovsky Ave.	Wormwood	Green	IA	U.S.A.	19780-0512	2184917383x383
5298	2150	23057 86th Ave.	Maple River	Aardvark	NC	U.S.A.	14820-7178	1203630082x468
5299	2150	281 50th St.	Pine City	Joker	TN	U.S.A.	34100-5981	1-(800)6326262x1438
5300	2151	1970 20th Ave.	Little River	Brown	NY	U.S.A.	39100-7777	1-(800)5892188x5783
5301	2151	1733 42nd Ave.	Littleton	Mercury	LA	U.S.A.	35380-8804	4065493728x78434
5302	2151	05032 Teal St.	Pine River	Neptune	OH	U.S.A.	22300-9422	2483507045x3713
5303	2151	35209 5th Ave.	Orange River	Gorilla	LA	U.S.A.	10020-6603	3188287879x6026
5304	2152	26776 49th St.	Pine Lake	Sagittarius	TN	U.S.A.	11940-6250	1-(800)3201592x2082
5305	2152	299 77th St.	Little River	Simple	FL	U.S.A.	45540-9534	4225804983x585
5306	2152	17676 Black St.	Rivertown	Club	KY	U.S.A.	30460-9039	3363466094x27214
5307	2153	068 36th St.	Birch City	Quark	LA	U.S.A.	36660-1172	3184857107x1143
5308	2154	384 14th St.	Pine Lake	Jupiter	ID	U.S.A.	26820-6451	2924119419x63210
5309	2154	9245 24th Ave.	Pine Lake	Green	IN	U.S.A.	35220-8367	2946997043x7210
5310	2154	7040 63rd Ave.	Sunnydale	Heart	TX	U.S.A.	11980-5549	2064297033x66309
5311	2154	70133 56th Ave.	Gotham	Jack	TN	U.S.A.	25340-8143	3145372878x8554
5312	2154	95090 96th Ave.	Pine Lake	Jupiter	PA	U.S.A.	48700-2519	5589344132x58883
5313	2155	4054 Birch Blvd.	Lake View	Queen	OH	U.S.A.	34540-4624	1982445719x146
5314	2155	066 68th Ave.	Birchwood	Gorilla	GA	U.S.A.	12060-1443	1-(800)6980453x1971
5315	2156	40 14th Ave.	Laketown	Quark	OH	U.S.A.	45780-2804	1-(800)4488270x52502
5316	2157	22847 42nd Ave.	Oak Lake	Monkey	MI	U.S.A.	26100-0168	2662188318x28844
5317	2157	06 17th St.	Maple City	Simple	TX	U.S.A.	19100-1324	2066590509x7830
5318	2157	54 Redwood Pl.	Shelby	Pluto	NC	U.S.A.	43140-0867	1-(800)3005499x6105
5319	2157	64 12nd Ave.	Lilly View	Monkey	OH	U.S.A.	45660-6279	2487877875x95712
5320	2157	40 39th Ave.	Pegasus	Rose	CA	U.S.A.	42220-8946	4886931287x1379
5321	2158	94038 52nd St.	Brookdale	Taurus	KY	U.S.A.	40020-7635	3369945126x0468
5322	2158	61 48th Ave.	Ewing	King	NJ	U.S.A.	45940-5099	4088302674x763
5323	2158	9439 57th Ave.	Smallville	Tiger	WV	U.S.A.	21900-0029	2423748880x47533
5324	2159	49157 Maroon St.	Pegasus	Zebra	PA	U.S.A.	25420-5134	2766530647x24531
5325	2159	2159 45th St.	Harrisville	Tiger	KS	U.S.A.	48620-8611	1-(800)3245687x6847
5326	2159	5611 19th St.	Rivertown	Squirrel	NC	U.S.A.	39580-2755	1-(800)5315718x90443
5327	2160	5154 34th Ave.	Little River	Neptune	CT	U.S.A.	25540-3891	2784542431x83780
5328	2160	6834 Redwood Pl.	Gotham	Bear	CA	U.S.A.	41940-5200	4888985803x5896
5329	2161	7617 35th St.	Martyville	Jack	TN	U.S.A.	28700-2221	3044884365x623
5330	2162	2801 Pike Dr.	Metropolis	Brown	SC	U.S.A.	46420-2403	5167644070x7015
5331	2162	582 14th Ave.	Fort Polk South	Night	LA	U.S.A.	22860-3213	2562838728x759
5332	2163	3268 71st Ave.	Riverdale	Strange	KY	U.S.A.	23180-5841	3362990132x44175
5333	2164	421 59th St.	Vineland	King	NJ	U.S.A.	47220-4877	1-(800)2729727x513
5334	2164	060 Oak Ave.	Fort Worth	Mongoose	TX	U.S.A.	19100-3501	2066782157x0660
5335	2164	95 26th St.	Little Forest	Mars	NY	U.S.A.	40380-1875	4643810618x0872
5336	2164	40 6th St.	Pine City	Mongoose	NH	U.S.A.	29060-7501	1488613714x031
5337	2165	159 Red St.	Cambridge	Grey	MA	U.S.A.	14460-7847	1487844696x885
5338	2166	56 48th St.	Valley View	Charm	PA	U.S.A.	42780-0563	1-(800)5044321x95904
5339	2166	11 68th St.	Hazzard	Aries	AL	U.S.A.	19300-9167	3806999175x05942
5340	2167	70037 59th St.	Harrisville	Zebra	NC	U.S.A.	39580-5930	4507997228x191
5341	2167	69480 92nd St.	Little Field	Spade	TX	U.S.A.	33420-8688	2068111665x40369
5342	2168	9620 60th Ave.	Birchwood	Wombat	IN	U.S.A.	29140-3799	3205540736x894
5343	2169	992 4th Ave.	Rome	Squirrel	NM	U.S.A.	21580-2279	4926108745x63438
5344	2169	8719 84th Ave.	Lake City	King	PA	U.S.A.	49620-0642	5649283782x3817
5345	2169	58 39th Ave.	Hampton	Neptune	GA	U.S.A.	12060-1831	1-(800)5289000x125
5346	2170	593 14th St.	Lake City	Aries	TN	U.S.A.	28940-4182	3143348073x1969
